"subjectid" "activitylabel" "atbodyaccmeanx" "atbodyaccmeany" "atbodyaccmeanz" "atgravityaccmeanx" "atgravityaccmeany" "atgravityaccmeanz" "atbodyaccjerkmeanx" "atbodyaccjerkmeany" "atbodyaccjerkmeanz" "atbodygyromeanx" "atbodygyromeany" "atbodygyromeanz" "atbodygyrojerkmeanx" "atbodygyrojerkmeany" "atbodygyrojerkmeanz" "atbodyaccmagmean" "atgravityaccmagmean" "atbodyaccjerkmagmean" "atbodygyromagmean" "atbodygyrojerkmagmean" "afbodyaccmeanx" "afbodyaccmeany" "afbodyaccmeanz" "afbodyaccmeanfreqx" "afbodyaccmeanfreqy" "afbodyaccmeanfreqz" "afbodyaccjerkmeanx" "afbodyaccjerkmeany" "afbodyaccjerkmeanz" "afbodyaccjerkmeanfreqx" "afbodyaccjerkmeanfreqy" "afbodyaccjerkmeanfreqz" "afbodygyromeanx" "afbodygyromeany" "afbodygyromeanz" "afbodygyromeanfreqx" "afbodygyromeanfreqy" "afbodygyromeanfreqz" "afbodyaccmagmean" "afbodyaccmagmeanfreq" "afbodybodyaccjerkmagmean" "afbodybodyaccjerkmagmeanfreq" "afbodybodygyromagmean" "afbodybodygyromagmeanfreq" "afbodybodygyrojerkmagmean" "afbodybodygyrojerkmagmeanfreq" "atbodyaccstdx" "atbodyaccstdy" "atbodyaccstdz" "atgravityaccstdx" "atgravityaccstdy" "atgravityaccstdz" "atbodyaccjerkstdx" "atbodyaccjerkstdy" "atbodyaccjerkstdz" "atbodygyrostdx" "atbodygyrostdy" "atbodygyrostdz" "atbodygyrojerkstdx" "atbodygyrojerkstdy" "atbodygyrojerkstdz" "atbodyaccmagstd" "atgravityaccmagstd" "atbodyaccjerkmagstd" "atbodygyromagstd" "atbodygyrojerkmagstd" "afbodyaccstdx" "afbodyaccstdy" "afbodyaccstdz" "afbodyaccjerkstdx" "afbodyaccjerkstdy" "afbodyaccjerkstdz" "afbodygyrostdx" "afbodygyrostdy" "afbodygyrostdz" "afbodyaccmagstd" "afbodybodyaccjerkmagstd" "afbodybodygyromagstd" "afbodybodygyrojerkmagstd"
"133" 23 "LAYING" 0.27403 -0.02165 -0.10425 -0.39156 0.43843 0.91878 0.08317 0.01535 -0.00628 -0.01133 -0.10505 0.11107 -0.10202 -0.03724 -0.06219 -0.96295 -0.96295 -0.98701 -0.94941 -0.98455 -0.97003 -0.98207 -0.97751 -0.42415 0.06376 0.29841 -0.9862 -0.98823 -0.98241 0.20606 0.09827 0.2301 -0.97967 -0.96846 -0.98423 0.13145 -0.14723 0.28918 -0.96774 0.03593 -0.9859 0.33809 -0.96623 0.10245 -0.98184 0.22588 -0.95675 -0.9763 -0.97322 -0.94794 -0.98279 -0.97678 -0.98636 -0.98861 -0.98466 -0.98184 -0.95919 -0.98392 -0.98502 -0.97942 -0.9949 -0.95787 -0.95787 -0.98668 -0.95722 -0.98131 -0.95241 -0.9743 -0.97226 -0.98784 -0.98999 -0.9855 -0.98266 -0.95499 -0.98531 -0.95846 -0.98654 -0.95902 -0.98158
"134" 23 "SITTING" 0.27335 -0.01339 -0.1038 0.9365 0.12175 0.06301 0.077 0.01013 -0.00148 -0.04725 -0.06843 0.06456 -0.09674 -0.04346 -0.04855 -0.94408 -0.94408 -0.98237 -0.93659 -0.98651 -0.98632 -0.95346 -0.94203 0.04594 0.13008 0.08373 -0.98455 -0.97813 -0.97265 0.28564 -0.04385 0.03231 -0.97714 -0.95792 -0.96542 0.07044 -0.08262 0.13754 -0.94583 0.16228 -0.97412 0.19953 -0.95229 0.12545 -0.9807 0.05318 -0.9876 -0.93493 -0.90558 -0.98453 -0.96091 -0.92395 -0.98456 -0.97804 -0.97597 -0.98036 -0.9481 -0.95971 -0.98708 -0.98072 -0.98813 -0.92496 -0.92496 -0.97366 -0.937 -0.97922 -0.98834 -0.93078 -0.89612 -0.98601 -0.97956 -0.97793 -0.98152 -0.94373 -0.96191 -0.92709 -0.97211 -0.93868 -0.97849
"135" 23 "STANDING" 0.27789 -0.01774 -0.11059 0.91985 -0.1174 -0.22363 0.07502 0.01058 -0.00529 -0.03273 -0.06522 0.08168 -0.09814 -0.04167 -0.05482 -0.95721 -0.95721 -0.97867 -0.93843 -0.97639 -0.98362 -0.96283 -0.94517 -0.00428 0.00252 -0.00225 -0.98328 -0.97517 -0.96961 0.20117 -0.08782 -0.09882 -0.94751 -0.95278 -0.96793 -0.29159 -0.19783 -0.16398 -0.95798 0.06118 -0.97379 0.26165 -0.94458 -0.12199 -0.97259 0.12837 -0.98542 -0.95844 -0.9294 -0.98461 -0.98481 -0.94719 -0.98314 -0.97521 -0.97359 -0.94201 -0.94807 -0.96238 -0.97277 -0.9725 -0.98465 -0.95166 -0.95166 -0.97481 -0.92379 -0.97238 -0.98633 -0.95804 -0.92611 -0.98453 -0.97715 -0.97624 -0.94169 -0.94587 -0.96424 -0.95529 -0.97505 -0.9248 -0.97384
"136" 23 "WALKING" 0.27321 -0.01836 -0.11338 0.9398 -0.16176 -0.16076 0.09873 0.01489 -0.0019 -0.06311 -0.06401 0.1077 -0.05781 -0.05167 -0.0903 -0.09887 -0.09887 -0.06708 -0.01209 0.01153 -0.2754 -0.07243 0.0814 -0.27121 0.1078 0.12179 -0.29041 -0.15548 -0.0572 -0.26987 -0.27884 -0.36673 -0.33761 0.19556 -0.19497 -0.00734 0.16648 -0.05447 -0.09426 0.28181 -0.01807 0.15173 0.18507 0.40952 0.14661 0.17669 -0.31352 -0.11902 0.16422 -0.97723 -0.96655 -0.93298 -0.22932 -0.0805 -0.02931 -0.49432 0.25945 -0.20963 -0.36396 0.29594 -0.37445 -0.20998 -0.20998 -0.02681 0.16334 0.25017 -0.3298 -0.20252 0.11614 -0.23517 -0.06097 -0.00623 -0.54505 0.28658 -0.28782 -0.40757 -0.04573 -0.06147 0.28783
"137" 23 "WALKING_DOWNSTAIRS" 0.28989 -0.01621 -0.09881 0.92371 -0.11002 -0.15367 0.0578 0.0375 -0.00098 -0.05782 -0.0853 0.09536 -0.11772 -0.03528 -0.02932 0.12721 0.12721 0.11298 0.03909 -0.04631 0.20542 0.09594 0.28051 -0.23469 0.01302 0.17852 0.20154 -0.07245 0.15777 -0.21012 -0.1819 -0.179 -0.21473 0.32881 -0.14126 0.02163 0.08812 -0.06033 0.36482 0.16784 0.335 0.05798 0.15082 0.40265 0.07467 0.22184 0.04413 0.10825 0.22989 -0.95079 -0.93901 -0.90588 0.19894 -0.08833 0.03101 -0.41613 0.21382 -0.2087 -0.32301 0.14665 -0.36786 0.23036 0.23036 0.29208 0.05399 0.05949 -0.02829 0.04322 0.09479 0.08195 -0.17769 -0.09851 -0.48259 0.12605 -0.30589 -0.04539 0.22448 -0.21893 -0.03985
"138" 23 "WALKING_UPSTAIRS" 0.24999 -0.03238 -0.12689 0.84343 -0.21448 -0.35593 0.07236 0.03998 0.01592 0.09579 -0.11156 -0.03255 -0.10991 -0.05239 -0.09249 -0.01175 -0.01175 -0.31114 -0.15652 -0.50436 -0.2726 -0.07697 -0.07057 -0.41695 -0.18806 -0.2035 -0.36564 -0.32623 -0.3466 -0.2787 -0.35731 -0.44317 -0.43023 -0.29044 -0.163 -0.0887 -0.13646 -0.41345 -0.23138 -0.01116 -0.30296 0.14828 -0.38038 0.07922 -0.51871 0.23377 -0.24388 0.04484 0.1008 -0.93334 -0.91047 -0.90206 -0.36539 -0.32822 -0.40809 -0.55066 -0.29368 -0.03173 -0.54831 -0.49351 -0.54376 -0.27189 -0.27189 -0.3627 -0.36673 -0.55127 -0.2343 0.03805 0.1045 -0.42487 -0.38089 -0.46895 -0.59043 -0.30161 -0.08225 -0.41004 -0.45432 -0.47049 -0.63265
"139" 24 "LAYING" 0.27285 -0.01735 -0.10723 -0.35929 0.73843 0.68383 0.08072 0.01198 -0.00589 -0.01436 -0.09555 0.11173 -0.10281 -0.03823 -0.06241 -0.97185 -0.97185 -0.98552 -0.95379 -0.98278 -0.97589 -0.98083 -0.97663 -0.40194 0.28088 0.24266 -0.98599 -0.98214 -0.98154 0.15235 0.0753 0.08626 -0.97657 -0.96611 -0.98109 0.21343 -0.18121 0.25857 -0.97317 0.08112 -0.9831 0.3473 -0.964 0.05442 -0.97859 0.26181 -0.96798 -0.98312 -0.97356 -0.96041 -0.99345 -0.97923 -0.98636 -0.98243 -0.98308 -0.98265 -0.96029 -0.9817 -0.97986 -0.97809 -0.99238 -0.96935 -0.96935 -0.9836 -0.95782 -0.97865 -0.96516 -0.98457 -0.97305 -0.98814 -0.98412 -0.98318 -0.98471 -0.95779 -0.9836 -0.97106 -0.98328 -0.96136 -0.98009
"140" 24 "SITTING" 0.27347 -0.01312 -0.10304 0.91963 0.18225 0.10955 0.07633 0.00476 -0.00113 -0.03562 -0.07501 0.08004 -0.09517 -0.04061 -0.05159 -0.96897 -0.96897 -0.98555 -0.96463 -0.9913 -0.98952 -0.96277 -0.96699 -0.01659 0.00154 0.09726 -0.98885 -0.97922 -0.98197 0.18775 -0.08844 -0.00446 -0.98567 -0.9812 -0.97468 0.04103 -0.28153 -0.04664 -0.9689 0.09438 -0.98446 0.35354 -0.97797 -0.1038 -0.99085 0.21229 -0.99059 -0.95625 -0.95705 -0.98966 -0.97169 -0.9634 -0.98856 -0.97957 -0.98466 -0.98811 -0.97795 -0.97127 -0.99144 -0.98978 -0.98985 -0.96377 -0.96377 -0.98541 -0.96925 -0.99072 -0.9911 -0.95499 -0.9544 -0.98928 -0.98155 -0.986 -0.98889 -0.97625 -0.97285 -0.96585 -0.98561 -0.9691 -0.99093
"141" 24 "STANDING" 0.28034 -0.01447 -0.10822 0.96644 -0.1452 -0.05305 0.07461 0.01098 -0.00358 -0.02786 -0.06925 0.07712 -0.09919 -0.04317 -0.05171 -0.95006 -0.95006 -0.97762 -0.95451 -0.98238 -0.98418 -0.94897 -0.95381 0.10532 -0.09313 0.00146 -0.98116 -0.96772 -0.97417 0.20708 -0.13194 0.08147 -0.95854 -0.97042 -0.97013 -0.28955 -0.12902 -0.06506 -0.96006 -0.04999 -0.97225 0.29329 -0.96392 -0.22153 -0.98111 0.14486 -0.98725 -0.93687 -0.93028 -0.99219 -0.96815 -0.94618 -0.98057 -0.96774 -0.97771 -0.96073 -0.96729 -0.96995 -0.97585 -0.98198 -0.98327 -0.9479 -0.9479 -0.9731 -0.9531 -0.97999 -0.98885 -0.93445 -0.9238 -0.98172 -0.97022 -0.97993 -0.96188 -0.96579 -0.97268 -0.94952 -0.97319 -0.9544 -0.97975
"142" 24 "WALKING" 0.27698 -0.02254 -0.11059 0.9597 -0.11511 -0.14091 0.07319 0.01212 -0.01164 -0.05451 -0.06584 0.0972 -0.06253 -0.05028 -0.07398 -0.29998 -0.29998 -0.39972 -0.40306 -0.50782 -0.49241 -0.20319 -0.34449 -0.31204 -0.06789 0.02752 -0.50962 -0.35282 -0.46992 -0.25317 -0.43963 -0.40092 -0.46829 -0.47984 -0.39144 -0.05509 0.04799 -0.22467 -0.43461 0.15358 -0.41864 0.10285 -0.5345 0.35149 -0.57159 0.2092 -0.47076 -0.15412 -0.28884 -0.98313 -0.96257 -0.96282 -0.48586 -0.30222 -0.49118 -0.58059 -0.48716 -0.39615 -0.49077 -0.51424 -0.55796 -0.48106 -0.48106 -0.40982 -0.56386 -0.55602 -0.46273 -0.18276 -0.31464 -0.50764 -0.29435 -0.51111 -0.61691 -0.49589 -0.45333 -0.59026 -0.40297 -0.66803 -0.56744
"143" 24 "WALKING_DOWNSTAIRS" 0.28863 -0.01457 -0.10481 0.95088 -0.12832 -0.14012 0.08026 -0.00447 -0.00846 -0.0867 -0.05423 0.11197 -0.09141 -0.02917 -0.0412 -0.07376 -0.07376 -0.2631 -0.30496 -0.49715 -0.22232 -0.08618 -0.17382 -0.54166 -0.01168 0.20129 -0.37617 -0.22582 -0.25 -0.39814 -0.4153 -0.29752 -0.27246 -0.43347 -0.39628 -0.05452 0.09358 0.02084 -0.02317 -0.03644 -0.20083 -0.00198 -0.37429 0.16477 -0.47444 0.09972 -0.08273 -0.1026 -0.20556 -0.96184 -0.94147 -0.9422 -0.33721 -0.16929 -0.29023 -0.43191 -0.48467 -0.49107 -0.35844 -0.51932 -0.47869 -0.02248 -0.02248 -0.1435 -0.36369 -0.45915 -0.0349 -0.16919 -0.29155 -0.35593 -0.16362 -0.32856 -0.48489 -0.52341 -0.57328 -0.17529 -0.08275 -0.47014 -0.47803
"144" 24 "WALKING_UPSTAIRS" 0.26988 -0.02519 -0.11424 0.90636 -0.23749 -0.22713 0.08623 -0.01508 -0.01323 0.08831 -0.10593 0.02482 -0.1468 -0.03173 -0.04984 -0.2264 -0.2264 -0.48848 -0.33443 -0.65875 -0.39579 -0.25241 -0.31279 -0.50246 -0.27171 -0.09992 -0.51564 -0.5276 -0.48339 -0.39283 -0.50887 -0.42653 -0.50318 -0.54662 -0.37218 -0.1877 -0.06774 -0.34356 -0.3223 -0.11372 -0.4298 0.00776 -0.56466 -0.06124 -0.64611 0.01222 -0.34439 -0.1168 -0.2556 -0.96219 -0.91669 -0.93495 -0.49876 -0.51522 -0.5238 -0.57742 -0.56853 -0.27459 -0.64048 -0.64664 -0.64897 -0.30685 -0.30685 -0.44106 -0.50392 -0.63818 -0.32616 -0.10778 -0.28314 -0.5271 -0.53584 -0.56272 -0.60294 -0.58617 -0.31199 -0.40628 -0.45964 -0.54907 -0.65387
"145" 25 "LAYING" 0.25079 -0.01889 -0.10042 -0.4611 0.62065 0.52635 0.0879 0.02846 -0.03071 0.00372 -0.07164 0.13971 -0.10164 -0.04267 -0.05969 -0.56047 -0.56047 -0.96216 -0.80968 -0.96978 -0.92914 -0.78494 -0.81619 -0.40335 -0.08 -0.03155 -0.97285 -0.9468 -0.96263 -0.04161 -0.27981 -0.10925 -0.89051 -0.94625 -0.92453 -0.205 -0.26288 -0.13986 -0.77448 -0.24157 -0.96008 0.20049 -0.91012 -0.33484 -0.96825 0.08599 -0.90911 -0.69177 -0.71726 -0.82955 -0.64357 -0.61016 -0.97332 -0.94568 -0.96783 -0.88976 -0.93663 -0.91092 -0.95738 -0.97156 -0.97424 -0.64925 -0.64925 -0.96193 -0.85601 -0.9683 -0.90254 -0.67238 -0.6941 -0.97642 -0.94841 -0.97188 -0.8913 -0.93229 -0.91546 -0.65135 -0.9636 -0.85066 -0.97045
"146" 25 "SITTING" 0.27854 -0.01476 -0.10916 0.86568 0.20828 0.16714 0.0752 0.00485 0.0021 -0.0352 -0.0748 0.08527 -0.09548 -0.03916 -0.04955 -0.9704 -0.9704 -0.98954 -0.96656 -0.99286 -0.9914 -0.95911 -0.97477 -0.03163 0.1253 0.10817 -0.99247 -0.98295 -0.98632 0.17665 -0.04081 0.05871 -0.988 -0.98382 -0.9758 0.13619 -0.30048 0.03686 -0.96701 0.19465 -0.98794 0.30043 -0.97935 -0.09114 -0.99178 0.25337 -0.99189 -0.94745 -0.96513 -0.98887 -0.96341 -0.96945 -0.99227 -0.98287 -0.98843 -0.9899 -0.98119 -0.97263 -0.9923 -0.99131 -0.99149 -0.96 -0.96 -0.98831 -0.97063 -0.99176 -0.99212 -0.94484 -0.96209 -0.99275 -0.98406 -0.98915 -0.99055 -0.97982 -0.97417 -0.96199 -0.98761 -0.97032 -0.99201
"147" 25 "STANDING" 0.27801 -0.01635 -0.10735 0.92979 -0.15931 0.20118 0.07523 0.00663 -0.00622 -0.02479 -0.06988 0.08526 -0.10047 -0.04182 -0.05569 -0.97266 -0.97266 -0.98464 -0.96707 -0.98509 -0.99009 -0.95984 -0.97405 0.03435 0.00092 0.19538 -0.9884 -0.97255 -0.98483 0.18639 -0.10816 0.0868 -0.96807 -0.97839 -0.97045 -0.1858 -0.22493 -0.06993 -0.97235 0.15395 -0.98229 0.30844 -0.96897 -0.16938 -0.98401 0.08116 -0.99197 -0.95456 -0.96464 -0.99314 -0.98064 -0.96779 -0.98831 -0.97227 -0.98706 -0.97135 -0.97675 -0.97181 -0.9779 -0.98724 -0.98072 -0.96807 -0.96807 -0.98263 -0.95988 -0.98323 -0.99285 -0.95417 -0.96212 -0.98933 -0.97402 -0.98789 -0.97266 -0.97596 -0.97498 -0.9702 -0.98208 -0.96109 -0.98309
"148" 25 "WALKING" 0.27899 -0.01864 -0.10873 0.93748 -0.12731 0.18841 0.07217 0.00351 -0.00335 -0.01563 -0.08207 0.08678 -0.10237 -0.03989 -0.05126 -0.40528 -0.40528 -0.53829 -0.39436 -0.67846 -0.60903 -0.25188 -0.53356 -0.34764 -0.16329 -0.14448 -0.62559 -0.43445 -0.65928 -0.2235 -0.54613 -0.46329 -0.4119 -0.67875 -0.56132 -0.33368 -0.32709 -0.19697 -0.56606 0.05264 -0.56459 0.13533 -0.56273 -0.15151 -0.7703 -0.00363 -0.596 -0.16185 -0.43713 -0.97949 -0.96509 -0.94499 -0.60762 -0.38261 -0.6756 -0.40115 -0.60403 -0.56277 -0.50795 -0.79963 -0.65957 -0.5656 -0.5656 -0.54287 -0.4898 -0.75703 -0.59144 -0.17031 -0.43062 -0.62414 -0.36776 -0.69041 -0.40667 -0.5672 -0.60354 -0.63292 -0.519 -0.52926 -0.75738
"149" 25 "WALKING_DOWNSTAIRS" 0.29132 -0.02101 -0.10719 0.92962 -0.07242 0.21879 0.11065 -0.01954 -0.01133 0.00299 -0.10111 0.09807 -0.12795 -0.04152 -0.0642 -0.2201 -0.2201 -0.50048 -0.21608 -0.66471 -0.37224 -0.19638 -0.55609 -0.55463 -0.17341 -0.152 -0.52578 -0.41569 -0.68684 -0.41973 -0.5449 -0.42379 -0.21779 -0.63291 -0.41031 -0.26985 -0.47476 -0.19197 -0.28815 -0.17216 -0.47164 -0.00025 -0.48576 -0.15958 -0.68703 -0.10127 -0.25375 -0.14054 -0.45797 -0.96447 -0.93781 -0.92619 -0.50196 -0.37166 -0.71149 -0.28882 -0.52337 -0.44378 -0.43013 -0.81044 -0.59948 -0.25946 -0.25946 -0.48297 -0.38216 -0.6796 -0.21302 -0.16684 -0.44946 -0.52215 -0.36571 -0.73499 -0.31625 -0.47064 -0.50673 -0.35943 -0.50222 -0.4237 -0.69303
"150" 25 "WALKING_UPSTAIRS" 0.27799 -0.02698 -0.12621 0.92769 -0.21764 0.10823 0.074 0.00925 -0.01169 0.05561 -0.10943 0.09962 -0.12648 -0.02814 -0.05404 -0.30577 -0.30577 -0.67916 -0.31863 -0.7771 -0.52164 -0.38015 -0.54293 -0.59336 -0.37951 -0.46351 -0.6682 -0.64084 -0.79326 -0.41029 -0.60197 -0.61238 -0.47614 -0.61857 -0.57516 -0.38003 -0.5491 -0.25497 -0.5279 -0.27326 -0.65479 0.02789 -0.56715 -0.41453 -0.8224 -0.05116 -0.45977 -0.22308 -0.29652 -0.95087 -0.93175 -0.88272 -0.66364 -0.62713 -0.81245 -0.48901 -0.43367 -0.56419 -0.69385 -0.83969 -0.74626 -0.48 -0.48 -0.67451 -0.38775 -0.82488 -0.43797 -0.19998 -0.23729 -0.69021 -0.63808 -0.83052 -0.50011 -0.34936 -0.60111 -0.53612 -0.70343 -0.38661 -0.84106
"151" 26 "LAYING" 0.27164 -0.01918 -0.105 -0.6213 0.80301 0.61452 0.08665 0.01244 -0.00614 -0.01706 -0.09032 0.15243 -0.10036 -0.03966 -0.07115 -0.97678 -0.97678 -0.98997 -0.95186 -0.99219 -0.97326 -0.98366 -0.98492 -0.21023 0.27437 0.37461 -0.98922 -0.98711 -0.9873 0.13709 0.12704 0.14882 -0.98838 -0.98312 -0.97017 0.15304 -0.06654 0.20619 -0.96926 0.27726 -0.98913 0.3507 -0.9743 0.11174 -0.99043 0.23993 -0.96944 -0.98323 -0.9845 -0.94447 -0.98788 -0.98408 -0.98931 -0.98718 -0.98906 -0.99032 -0.97932 -0.9693 -0.99266 -0.98906 -0.99375 -0.96435 -0.96435 -0.9891 -0.96567 -0.98991 -0.96797 -0.98331 -0.98485 -0.99041 -0.98823 -0.98937 -0.99097 -0.97749 -0.97178 -0.96657 -0.9879 -0.96613 -0.98962
"152" 26 "SITTING" 0.25824 -0.00713 -0.09744 0.78295 0.2231 0.31438 0.07644 0.00692 -0.0078 -0.03702 -0.08406 0.07111 -0.09598 -0.0403 -0.04876 -0.95307 -0.95307 -0.99089 -0.95405 -0.99446 -0.98257 -0.95429 -0.96751 -0.14901 0.11283 0.07453 -0.99202 -0.98586 -0.98798 0.17657 0.04663 0.05487 -0.99014 -0.98174 -0.97042 0.10673 -0.38419 0.03451 -0.95241 0.08907 -0.98948 0.33678 -0.97646 -0.18566 -0.99398 0.30052 -0.97976 -0.94079 -0.95 -0.96508 -0.94928 -0.94458 -0.99225 -0.98621 -0.99 -0.99102 -0.97344 -0.96644 -0.99588 -0.99313 -0.99192 -0.9336 -0.9336 -0.98998 -0.96474 -0.99403 -0.97875 -0.93778 -0.94478 -0.99329 -0.98775 -0.99069 -0.99131 -0.96948 -0.96826 -0.93458 -0.98952 -0.96365 -0.9942
"153" 26 "STANDING" 0.28112 -0.01666 -0.11023 0.96546 -0.14031 0.08841 0.07535 0.00817 -0.00219 -0.02453 -0.07313 0.07767 -0.10035 -0.0409 -0.05325 -0.96851 -0.96851 -0.98698 -0.96867 -0.98854 -0.99199 -0.9584 -0.97321 0.09101 0.00216 0.14551 -0.99058 -0.97626 -0.98456 0.26765 -0.08545 0.04929 -0.96936 -0.98388 -0.97445 -0.16641 -0.11865 -0.01208 -0.9706 0.06637 -0.98287 0.22166 -0.97233 -0.1446 -0.98576 0.10451 -0.99306 -0.94946 -0.96298 -0.99267 -0.96698 -0.96422 -0.99049 -0.97593 -0.98669 -0.97378 -0.9824 -0.97489 -0.97847 -0.98976 -0.98599 -0.96269 -0.96269 -0.98262 -0.96265 -0.98425 -0.9937 -0.94782 -0.96002 -0.99127 -0.97735 -0.98742 -0.97532 -0.98174 -0.97735 -0.9639 -0.98112 -0.96296 -0.98331
"154" 26 "WALKING" 0.27926 -0.01542 -0.10892 0.96064 -0.13392 0.10873 0.06523 0.01967 -0.00618 -0.00334 -0.08415 0.0851 -0.09941 -0.04565 -0.04922 -0.22339 -0.22339 -0.29075 -0.39209 -0.51239 -0.32195 -0.1467 -0.33953 -0.29929 -0.05396 0.24036 -0.36422 -0.29853 -0.39867 -0.25493 -0.40809 -0.24588 -0.36811 -0.56182 -0.31851 -0.08375 0.13262 -0.0631 -0.37983 0.17439 -0.29335 0.04236 -0.55192 0.22081 -0.61946 0.19421 -0.34018 -0.13635 -0.33348 -0.98005 -0.96904 -0.96623 -0.32845 -0.26186 -0.39748 -0.49288 -0.57573 -0.35454 -0.41743 -0.587 -0.48554 -0.42184 -0.42184 -0.27935 -0.53832 -0.60346 -0.34799 -0.18572 -0.38444 -0.35106 -0.27195 -0.39653 -0.53299 -0.58793 -0.42623 -0.53718 -0.26894 -0.60946 -0.61293
"155" 26 "WALKING_DOWNSTAIRS" 0.27928 -0.01262 -0.10643 0.94679 -0.0799 0.1539 0.11147 -0.00713 -0.01189 -0.01075 -0.10038 0.08222 -0.09924 -0.03726 -0.05105 0.11437 0.11437 -0.14885 -0.23531 -0.41877 0.0228 -0.00623 -0.27964 -0.55143 0.00444 0.13997 -0.20136 -0.16555 -0.36011 -0.52128 -0.45667 -0.34501 -0.12591 -0.44312 -0.22138 -0.10932 0.04257 -0.01372 0.0751 -0.15299 -0.15317 -0.08457 -0.3345 0.00599 -0.4722 -0.00434 0.17395 -0.01162 -0.2848 -0.96272 -0.93542 -0.93308 -0.12811 -0.0864 -0.37933 -0.33131 -0.4734 -0.33205 -0.17084 -0.54719 -0.35895 0.147 0.147 -0.1113 -0.29615 -0.46314 0.22678 -0.07828 -0.34664 -0.13082 -0.06153 -0.3967 -0.39819 -0.4975 -0.43448 0.00574 -0.06794 -0.39299 -0.48949
"156" 26 "WALKING_UPSTAIRS" 0.27269 -0.02816 -0.12194 0.94209 -0.24616 -0.00199 0.07556 0.00209 -0.0117 -0.02479 -0.06576 0.07214 -0.09755 -0.03862 -0.05955 -0.14287 -0.14287 -0.40446 -0.34442 -0.64809 -0.24282 -0.18552 -0.4995 -0.38439 -0.23135 -0.18908 -0.30454 -0.41934 -0.63974 -0.22251 -0.47767 -0.37852 -0.42768 -0.61711 -0.3427 -0.0693 -0.09564 -0.2165 -0.16756 -0.01722 -0.29497 0.05715 -0.55608 -0.02551 -0.67358 -0.05125 -0.169 -0.04917 -0.40459 -0.96201 -0.93785 -0.92963 -0.29087 -0.39977 -0.67799 -0.55027 -0.60309 -0.30908 -0.51582 -0.72521 -0.55639 -0.1507 -0.1507 -0.33453 -0.51403 -0.66182 -0.14284 -0.04394 -0.4009 -0.34207 -0.42005 -0.71572 -0.59081 -0.59823 -0.36205 -0.27422 -0.39371 -0.56963 -0.66984
"157" 27 "LAYING" 0.2741 -0.01798 -0.10769 -0.53043 0.56787 0.84539 0.07662 0.01264 -0.00068 -0.01954 -0.09578 0.11873 -0.10114 -0.03621 -0.06427 -0.98209 -0.98209 -0.98837 -0.96691 -0.99435 -0.98063 -0.98291 -0.98735 -0.17371 0.25463 0.36007 -0.98667 -0.98525 -0.98803 0.09612 0.06299 0.14809 -0.98702 -0.98679 -0.9792 0.09111 -0.01956 0.2548 -0.98138 0.36867 -0.98809 0.4051 -0.97989 0.17431 -0.99356 0.34832 -0.97845 -0.98373 -0.98663 -0.97118 -0.9937 -0.98905 -0.98647 -0.98515 -0.98968 -0.98883 -0.98428 -0.97837 -0.9935 -0.99302 -0.99329 -0.97892 -0.97892 -0.98858 -0.97191 -0.99348 -0.97761 -0.98426 -0.98658 -0.98747 -0.98611 -0.9899 -0.98938 -0.98305 -0.98009 -0.98029 -0.98817 -0.9718 -0.99355
"158" 27 "SITTING" 0.27394 -0.01552 -0.10552 0.83946 0.21294 0.27641 0.0779 0.00467 -0.00611 -0.03718 -0.07973 0.08337 -0.09516 -0.03964 -0.05038 -0.97948 -0.97948 -0.98946 -0.96356 -0.99403 -0.98868 -0.97405 -0.97466 -0.05851 0.14462 0.12163 -0.99083 -0.98523 -0.98708 0.19431 -0.01057 0.03477 -0.9872 -0.98414 -0.97684 0.02806 -0.15943 0.02181 -0.97476 0.20785 -0.98877 0.35792 -0.97948 -0.02307 -0.99239 0.22497 -0.98858 -0.97157 -0.96585 -0.98244 -0.98255 -0.96726 -0.99065 -0.98509 -0.9889 -0.98849 -0.98206 -0.97571 -0.99364 -0.99222 -0.99176 -0.96952 -0.96952 -0.9892 -0.97078 -0.99211 -0.98865 -0.97126 -0.96322 -0.99129 -0.98608 -0.98928 -0.98898 -0.98103 -0.97759 -0.97088 -0.98853 -0.97052 -0.99196
"159" 27 "STANDING" 0.27956 -0.01659 -0.10783 0.96535 -0.1885 -0.00557 0.07496 0.01224 -0.00137 -0.02673 -0.0675 0.07168 -0.09876 -0.04174 -0.0514 -0.97275 -0.97275 -0.98534 -0.9687 -0.98953 -0.99012 -0.96135 -0.97414 0.1378 0.06545 0.09125 -0.98777 -0.97586 -0.98511 0.29614 -0.03292 0.05547 -0.97014 -0.98373 -0.98086 -0.24681 -0.13905 0.05763 -0.97318 0.17782 -0.98415 0.32901 -0.97552 -0.16571 -0.98941 0.21289 -0.99195 -0.95517 -0.9624 -0.99401 -0.97964 -0.96816 -0.98762 -0.97582 -0.98735 -0.9699 -0.98249 -0.98128 -0.98264 -0.99079 -0.98897 -0.96636 -0.96636 -0.98415 -0.96569 -0.98881 -0.99287 -0.95438 -0.95892 -0.9886 -0.9776 -0.9882 -0.97022 -0.98185 -0.9831 -0.96752 -0.98302 -0.9654 -0.98857
